Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
PYE32768.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Idiomarina	s__Idiomarina fontislapidosi	-0.647665249855376	10.281757002730156	1.5655025756753474e-6	9.672744754407867e-6	Environmental
PUE41734.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp003063355	-0.6574623702791662	10.287355961243115	1.972594691207166e-6	1.2149950426154138e-5	Environmental
OHD66247.1	d__Bacteria	p__Spirochaetota	c__UBA4802	o__UBA4802	f__UBA5550	g__RBG-16-49-21	s__RBG-16-49-21 sp001829455	-0.6845196027700624	10.305319723455632	2.0765201820136932e-6	1.2750222052177538e-5	Environmental
WP_056662091.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax_A	s__Acidovorax_A sp001424265	-0.6255740779458306	10.331883209959749	2.160257535754182e-6	1.3223191313576065e-5	Environmental
WP_072893264.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Hydrocarboniphaga	s__Hydrocarboniphaga daqingensis	-0.6117107439904687	10.309966862029844	2.1941540350939215e-6	1.3389094746656716e-5	Environmental
KOR09399.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	-0.6231968385820762	10.290523785813559	2.2170091291373016e-6	1.3486805535585251e-5	Environmental
RHG23435.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.9923656355272612	10.620642530767366	2.5269219099774443e-6	1.5324809490970902e-5	Host-associated
WP_030441058.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes subtropicus	-0.6321991320992958	10.32587493463861	2.5484158071259605e-6	1.5407753238789165e-5	Environmental
PVY90493.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax delafieldii	-0.6111209527781671	10.304052006372945	2.5903018652224587e-6	1.561310390322161e-5	Environmental
WP_095025525.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fragi	1.0280874652352643	10.597648084366996	2.6029797854967697e-6	1.5641686454921136e-5	Host-associated
WP_026521621.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	0.8921742053361739	10.523406675019135	3.3054232052445837e-6	1.980239859433761e-5	Host-associated
WP_101219479.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	-0.6323969866743485	10.291545286305366	3.6105938372538746e-6	2.1565092282507232e-5	Environmental
KEQ04745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudorhizobium	s__Pseudorhizobium pelagicum	-0.6183071199588157	10.326531049526862	4.12354062065102e-6	2.455437632417873e-5	Environmental
SDA44687.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__G11	s__G11 sp900103495	0.875790608544338	10.464001938406952	4.237241194663084e-6	2.5155428899641377e-5	Host-associated
AEI10972.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulomonas	s__Cellulomonas gilvus	-0.6786386459821647	10.304096660605271	4.258477678072008e-6	2.5205584094534316e-5	Environmental
EIC00584.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D saccharophilum	0.8693899753874691	10.453516740054992	4.686797756773022e-6	2.7568257892928693e-5	Host-associated
PNF76802.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	-0.6104662246129452	10.291226171458806	4.698343431264467e-6	2.7568257892928693e-5	Environmental
WP_026521620.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	0.8503695530057631	10.450991597765354	4.699611695598194e-6	2.7568257892928693e-5	Host-associated
KRB93311.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Noviherbaspirillum	s__Noviherbaspirillum sp001428545	-0.6127127524845286	10.346487947142363	4.813181481820031e-6	2.8150684571713e-5	Environmental
WP_058735550.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium fluoreni	-0.6258387613203295	10.355764383935686	4.8407920137296876e-6	2.8228405500181107e-05	Environmental
KOO04810.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio nereis	-0.6268140629256433	10.306557574827501	5.491386193693797e-6	3.1927794064219686e-5	Environmental
WP_050524673.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudorhodobacter	s__Pseudorhodobacter wandonensis	-0.6066935217618574	10.30891150238595	5.722187058226676e-6	3.317185497577876e-5	Environmental
WP_050958964.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.5878143788181477	10.279765419976847	5.909573534315299e-6	3.415768163089576e-5	Environmental
WP_076071918.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G montana	-0.6244388720082523	10.298079535619033	6.093779006568771e-6	3.511941059048845e-5	Environmental
WP_108981172.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter asaccharolyticus	0.8691533850361225	10.47281141110955	6.294604165728281e-6	3.617103443338322e-5	Host-associated
WP_084603204.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia_A	s__Devosia_A enhydra	-0.6445150385227234	10.314666554963717	6.314344280490775e-6	3.617899004897476e-5	Environmental
WP_092947737.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Roseateles	s__Roseateles sp900109745	-0.6386378388927162	10.466705351263009	6.617526174674525e-6	3.7806214754444896e-5	Environmental
SPX60066.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia feeleii	-0.5984042613488285	10.280978556726085	6.927858746984248e-6	3.946476760204033e-5	Environmental
PFG32223.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Sanguibacter	s__Sanguibacter antarcticus	-0.6504346924954678	10.315581542663445	7.108264486312414e-6	4.037576167873709e-5	Environmental
WP_066459944.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Castellaniella	s__Castellaniella caeni	-0.6018171811450677	10.316275801908748	7.430056991430791e-6	4.208230554629336e-5	Environmental
KQS77416.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp001424065	-0.5969232400790191	10.334470235644702	7.5291122382253414e-6	4.2521146766596416e-5	Environmental
WP_110755513.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium rhizogenes_A	-0.7032638913781201	10.457754786210606	7.573957624326532e-6	4.26522013644217e-5	Environmental
EHS53753.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium	s__Allorhizobium sp000247475	0.9447966195930926	10.77915820145069	7.706159161198492e-6	4.327304759749922e-5	Host-associated
WP_024349114.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aurantimonas	s__Aurantimonas coralicida	-0.5895793183950061	10.362159014054596	8.217273923778286e-6	4.6012065067519893e-5	Environmental
WP_076209825.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp001955855	-0.6169376209053671	10.283972643457847	8.827547183852753e-6	4.9289222377829396e-5	Environmental
WP_117730004.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus pumilus	0.9010566265551277	10.712038260515973	9.436250361957727e-6	5.253912277801887e-5	Host-associated
RHM04043.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	0.7732511557801386	10.421207716403362	1.112341160270834e-5	6.160200222559022e-5	Host-associated
AFK52916.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Tistrellales	f__Tistrellaceae	g__Tistrella	s__Tistrella mobilis	-0.5697793168679677	10.28049817759838	1.1126490508528727e-5	6.160200222559022e-5	Environmental
OZQ63720.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp002264395	-0.5717575473991157	10.277054610728623	1.1183956962009582e-5	6.174672037008651e-5	Environmental
PWI25796.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia sibirica	0.8694215307590568	10.466862541426	1.1459056798703033e-5	6.308882946995441e-5	Host-associated
WP_049629671.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio sp001183545	-0.5969970859324325	10.281790522544082	1.203909340371532e-5	6.609764094351781e-5	Environmental
AVS96945.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax_A	s__Acidovorax_A avenae	-0.6128141051968414	10.396756376492592	1.2556007844106015e-5	6.874414294648044e-5	Environmental
OFZ55211.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia_A	o__UBA1018	f__UBA1018	g__XYD1-FULL-55-31	s__XYD1-FULL-55-31 sp001770175	-0.6212960592753851	10.279223463325598	1.3051840258086149e-5	7.126087852822104e-5	Environmental
RAK61347.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium hankyongense	-0.5952657263653095	10.323448770284223	1.4906066707787014e-5	8.115982729571327e-5	Environmental
WP_108395686.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__Devosia submarina	-0.563274192667062	10.341087610042118	1.5563439961010132e-5	8.450562028416246e-5	Environmental
WP_087507615.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Neiellaceae	g__Neiella	s__Neiella marina	-0.5684843868418373	10.329951075228486	1.5991109419379387e-5	8.658922160878234e-5	Environmental
CDD66179.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-882	s__CAG-882 sp000435595	0.7061886302792929	10.389710713889867	1.7371613417490987e-5	9.380671245445134e-5	Host-associated
OYX30784.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas subvibrioides_C	-0.5726532193172181	10.281589288668323	1.7700645631164487e-5	9.532232934159891e-5	Environmental
WP_024253499.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.8979346871921775	10.586739522222832	1.7895401749129407e-5	9.610854726848519e-5	Host-associated
EGF27422.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula baltica	-0.6001570034401813	10.281891011364575	1.8607565350034674e-5	9.96617155024955e-5	Environmental
WP_053156569.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp001269805	0.9989892517379121	10.825455532419332	2.0425521806620874e-5	1.0910217745487736e-4	Host-associated
KPG62988.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Liberibacter	s__Liberibacter asiaticus	-0.554344738701114	10.343491056753184	2.0676052898797847e-5	1.1014189260413664e-4	Environmental
EOS25835.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp000403215	0.8297858596880835	10.452448873742258	2.1528372274479243e-5	1.143731044555218e-4	Host-associated
BAO83469.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Serpentinomonas	s__Serpentinomonas mccroryi	-0.5679571013818311	10.382320728568283	2.1732840380065333e-5	1.1514900104599133e-4	Environmental
PKH97030.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas sp002836635	-0.538134960815492	10.388110378913185	2.1973622323224526e-5	1.1611262627098e-4	Environmental
SDT96348.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_K	s__Pseudomonas_K guangdongensis	-0.5577019513325481	10.310334209623846	2.2520598241487125e-5	1.1868475704270355e-4	Environmental
PXW78078.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas natatoria	-0.5717341681930106	10.305295945168066	2.2719491296359522e-5	1.1941364625366566e-4	Environmental
PIE08362.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__MED-G52	s__MED-G52 sp001627375	-0.5799975305477438	10.274662899609144	2.2877183448848416e-5	1.1992268238744742e-4	Environmental
WP_033170215.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A sp000702005	-0.5476768081531251	10.298454447616196	2.3112025745508818e-5	1.2083236802227555e-4	Environmental
BAM02311.1	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__Phycisphaeraceae	g__Phycisphaera	s__Phycisphaera mikurensis	-0.5868618286345209	10.30348270548324	2.395302422443807e-5	1.2477270785614806e-4	Environmental
WP_109259899.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Hyphobacterium	s__Hyphobacterium indicum	-0.5566667956048129	10.279549830801441	2.405562099712647e-5	1.2477270785614806e-4	Environmental
WP_075155306.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp001922345	-0.5566554355469755	10.279384093643133	2.405562099712647e-5	1.2477270785614806e-4	Environmental
WP_024350324.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aurantimonas	s__Aurantimonas coralicida	-0.9032108504824189	11.780305159042797	2.419008988051445e-5	1.2514085867321254e-4	Environmental
WP_114295989.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Anaerobacterium	s__Anaerobacterium chartisolvens	-0.570415999212906	10.268451288414514	2.4589339479867667e-5	1.2687326731628055e-4	Environmental
WP_054486749.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Idiomarina	s__Idiomarina abyssalis	-0.5653923283703609	10.32498283516158	2.5031198212016226e-5	1.2881590515896602e-4	Environmental
EOS64734.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	-0.5557931374927516	10.432073723949072	2.5110267781874476e-5	1.288862963491526e-4	Environmental
PYB77514.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium	s__Allorhizobium wuzhouense	0.7451925949772097	10.465680881018132	2.5311176599179638e-5	1.2958007552463135e-4	Host-associated
CUT13725.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp011516635	-0.5943033174664434	10.310237251350896	2.5717613376820497e-5	1.3131973048112228e-4	Environmental
WP_116653007.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Pelagibacterium	s__Pelagibacterium sp003390885	-0.6231270030419469	10.376619607972525	2.602931880124564e-5	1.3256792598773944e-4	Environmental
WP_026767207.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	-0.6181725815436874	10.274137361100575	2.621335841254972e-5	1.328621092681523e-4	Environmental
WP_088482045.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pelomonas	s__Pelomonas puraquae	-0.5808978349586207	10.321273700870158	2.6221897770325338e-5	1.328621092681523e-4	Environmental
WP_061834788.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	-0.5925179801079857	10.293505813909135	2.7203287757038236e-5	1.3748123120287784e-4	Environmental
WP_077612123.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora sp900155545	-0.5612992199333814	10.30789652053665	2.763286913374021e-5	1.3929510246189758e-4	Environmental
OON91802.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Epulopiscium_C	s__Epulopiscium_C sp001994995	-0.5719414314255956	10.28041931980519	2.880423804002812e-5	1.4482947239003935e-4	Environmental
WP_035767622.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000702265	0.7927978533978808	10.41895912957634	2.9955756579428302e-5	1.5023612269224727e-4	Host-associated
RGE43226.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas thiooxydans	-0.5932541390083346	10.296746343885763	3.114980197444298e-5	1.5582807028331755e-4	Environmental
WP_091555593.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora pattaloongensis	-0.5725668444883779	10.32411248262032	3.350377783545077e-5	1.671796104143632e-4	Environmental
OJW74867.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus sp001897675	-0.5615280629364319	10.31696817484892	3.421276321744175e-5	1.7028625328681236e-4	Environmental
WP_068458918.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__Hyphomicrobium_A sulfonivorans	-0.587286105552816	10.294808190340202	3.625753594332342e-5	1.8000907643398102e-4	Environmental
WP_040337299.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus massiliensis	-0.5847971229245666	10.322901851908522	3.715689944424115e-5	1.8400264482602122e-4	Environmental
WP_016317067.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus sp000403395	-0.5339026484964672	10.28319706279526	3.734584049671961e-5	1.8400264482602122e-4	Environmental
WP_018305791.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfitobacterium	s__Desulfitobacterium hafniense	-0.5920803013144402	10.432265145258285	3.742642082872924e-5	1.8400264482602122e-4	Environmental
WP_115593367.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas_D	s__Alteromonas_D aestuariivivens	-0.5460719004806067	10.26491118281482	3.7435342757602496e-5	1.8400264482602122e-4	Environmental
PWL90652.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.7483763900539191	10.427640714486657	3.801284584590222e-5	1.8637641582655044e-4	Host-associated
WP_099616824.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter guineae	-0.5551486175115727	10.270585758211146	3.835111072138088e-5	1.8756833556288267e-4	Environmental
EEG95687.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	0.6976346452885067	10.381334458708205	4.001560802814843e-5	1.952246619393083e-4	Host-associated
ABO90683.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas salmonicida	-0.6395295443562425	10.37727806806846	4.2638569663282875e-5	2.075077056946433e-4	Environmental
WP_018871306.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	-0.554727780372634	10.281760675171125	4.907558784097856e-5	2.382462651097752e-4	Environmental
PPQ20111.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium shewense	0.7623981726593662	10.488978015095368	5.420217532945665e-5	2.624876844578846e-4	Host-associated
ANX04028.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Immundisolibacterales	f__Immundisolibacteraceae	g__Immundisolibacter	s__Immundisolibacter cernigliae	-0.523427555263224	10.26987539005917	5.518814622461765e-5	2.666074416880426e-4	Environmental
EER61502.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax delafieldii_B	-0.6288834055343417	10.48853186347506	5.556065040913003e-5	2.6775071382981733e-4	Environmental
WP_037106054.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp000745575	-0.5857342544633898	10.28963265404636	5.620431135719189e-5	2.7019194557323226e-4	Environmental
EGV30026.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Imhoffiella	s__Imhoffiella drewsii	-0.5147522591746335	10.33639183247036	5.65792302127532e-5	2.713325127721084e-4	Environmental
SMF69936.1	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__Oligoflexaceae	g__Pseudobacteriovorax	s__Pseudobacteriovorax antillogorgiicola	-0.5465381070919474	10.279724874485476	5.847228466370022e-5	2.797302744469736e-4	Environmental
WP_039058451.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia sp000814905	0.7529127885501165	10.444640056383937	6.005417225841159e-5	2.866023571945018e-4	Host-associated
RHD90091.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.7927242233886401	10.45485108802725	6.1184329211593007e-05	2.9129061081171456e-4	Host-associated
SPL65060.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Ochrobactrum_B	s__Ochrobactrum_B soli	-0.5455926131590163	10.298834150062465	7.393905453958696e-5	3.50321818503668e-4	Environmental
OON63940.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp002007115	-0.537790667718475	10.297831472587738	7.393905453958696e-5	3.50321818503668e-4	Environmental
WP_026664768.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000423945	0.739645090760835	10.446797568112363	7.468445918533408e-5	3.530049617608956e-4	Host-associated
PIE04719.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales_C	f__PWMO01	g__PWMO01	s__PWMO01 sp007123465	-0.6219538424330058	10.45411757548485	7.806627913046414e-5	3.6810678508647087e-4	Environmental
SFT68605.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus amargosae	-0.5549099415483632	10.326808271094297	7.86277265651629e-5	3.698693294986541e-4	Environmental
ASP19302.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Antarctobacter	s__Antarctobacter heliothermus_B	-0.5175630356101206	10.27079182026029	7.99612487117418e-5	3.7524671716867403e-4	Environmental
WP_081136167.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas	s__Halomonas stevensii	1.3693185701699804	15.583531985267278	8.030875756195138e-5	3.7598233053350635e-4	Host-associated
OGO83512.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp001795385	-0.5479802881190722	10.309530673784776	8.170018056492734e-5	3.815901798423503e-4	Environmental
WP_115426659.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium damselae	-0.5524347835698362	10.30622381806589	8.271088540951856e-5	3.8539752988690567e-4	Environmental
WP_086449822.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Marivivens	s__Marivivens niveibacter	-0.5424338892717061	10.2953323993315	8.576335874207007e-5	3.986782549071229e-4	Environmental
