Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
RGT49373.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	-0.9191042261593552	10.490293577271355	2.2797211752430584e-6	1.3947362469654737e-5	Animals
WP_108843652.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Kushneria	s__Kushneria phyllosphaerae	0.7451937201979741	10.31455581319067	2.5121622657730777e-6	1.5321856543569546e-5	Environmental
PIW16240.1	d__Bacteria	p__Cyanobacteria	c__Sericytochromatia	o__UBA7694	f__UBA7694	g__GCA-2770975	s__GCA-2770975 sp002783405	0.6510905107333868	10.295858808310077	2.5293562986876852e-6	1.5379110828440554e-5	Environmental
SFN63027.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio sp900100545	-0.8738270454628932	10.466310630344918	2.7474649575640826e-6	1.6653864512003822e-5	Animals
WP_090046970.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001269345	0.7345676023230826	10.282312256915585	2.8198824819352414e-6	1.704039413930192e-5	Environmental
SCY41138.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio hungatei_B	-0.9014430414031513	10.391659836727841	2.8837717313077295e-6	1.7373181378214763e-5	Animals
PAA05981.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E fragi	0.7228811513870405	10.32430163905902	3.1790486396375023e-6	1.9093676280749634e-5	Environmental
WP_094752839.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D avium	0.7411990132805215	10.290197422719048	3.2436870878908324e-6	1.9422685602264253e-5	Environmental
EGJ86427.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.9530449849052975	10.443033067600968	3.3833431124650977e-6	2.0197533125928007e-5	Animals
PZE19284.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_S	s__Paenibacillus_S xerothermodurans	0.6821761804066586	10.372286731805978	3.470438648919833e-6	2.0654876550973027e-5	Environmental
AXJ95325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003355005	0.7724576221820894	10.289627634201679	3.490543341464886e-6	2.0711958983993448e-5	Environmental
WP_116162577.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pectobacterium	s__Pectobacterium aquaticum	0.6810876469474614	10.278557489546394	3.6293515331773405e-6	2.147093849957766e-5	Environmental
PWE84578.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-0.9130181468973714	10.421068173196023	3.70777700071435e-6	2.1869223626967875e-5	Animals
WP_100368450.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Yoonia	s__Yoonia maricola	0.686911387081696	10.309042975488289	3.765489976757967e-6	2.214332911705431e-5	Environmental
WP_020879737.1	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfohalovibrio	s__Desulfohalovibrio sp000422205	0.7723831721617992	10.380147962864822	3.829327534656423e-6	2.245171203355105e-5	Environmental
WP_061833516.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	0.6997839010217792	10.291815604767267	3.957918479991573e-6	2.3136793488378034e-5	Environmental
PVY90493.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax delafieldii	0.6481208722988371	10.27709509221105	4.22709326034316e-6	2.4637200363538537e-5	Environmental
CBL40883.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-81	s__CAG-81 sp900066535	-0.898671983090728	10.390777977786625	4.352789977847133e-6	2.529497420754824e-5	Animals
WP_095110702.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp900187645	0.6723584137441759	10.318798673163197	4.402164449970503e-6	2.550665872482909e-5	Environmental
WP_088482045.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pelomonas	s__Pelomonas puraquae	0.7068224062867613	10.273507491283636	4.683619332599464e-6	2.7057859487451447e-5	Environmental
CDE69918.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp001916135	-0.8314737468097153	10.376531053121697	4.839982142630867e-6	2.787942930111932e-5	Animals
WP_104048963.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_D	s__Arthrobacter_D sp002929375	0.6357445159049694	10.289071704099543	4.98632169664872e-6	2.8638640648390606e-5	Environmental
WP_072893264.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Hydrocarboniphaga	s__Hydrocarboniphaga daqingensis	0.6351919911248692	10.286118073395984	5.429734986965622e-6	3.101790256350459e-5	Environmental
PFG32223.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Sanguibacter	s__Sanguibacter antarcticus	0.7368379637061511	10.278814925218347	5.43206923066451e-6	3.101790256350459e-5	Environmental
OHY92486.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas sobria	-0.9486945012544895	10.506746130064839	5.950262740432139e-6	3.387866357991709e-5	Animals
OON62929.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp002007115	0.6574312986760099	10.345635017091958	6.25400355554664e-6	3.55054380531034e-5	Environmental
WP_101219479.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	0.6542613271544351	10.26742588799378	6.748620494134635e-6	3.820339762484262e-5	Environmental
OHD62162.1	d__Bacteria	p__Spirochaetota	c__Brevinematia	o__Brevinematales	f__GWF1-51-8	g__GWF1-51-8	s__GWF1-51-8 sp001829395	0.7087132912711076	10.275447024236035	6.909111686553696e-6	3.894500702341565e-5	Environmental
ALV26347.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus	0.6370634027511124	10.294603941269497	6.919163684363186e-6	3.894500702341565e-5	Environmental
WP_068142073.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Roseimaritima	s__Roseimaritima ulvae	0.6387867896955041	10.282028559079846	7.751464822322374e-6	4.3505372364601356e-5	Environmental
RGT84019.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-0.9234032367516504	10.656863264398938	8.027955999990823e-6	4.492918556813046e-5	Animals
WP_039058451.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia sp000814905	-0.8747279320312795	10.423937608249977	9.057313818802797e-6	5.0546482218247904e-5	Animals
KOR09399.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	0.6444856740547239	10.268223689143875	9.295277487408194e-6	5.1727956638966496e-5	Environmental
WP_091246308.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Aquimonas	s__Aquimonas voraii	0.6778885062202958	10.272847228322675	9.648688597785225e-6	5.35434268665828e-5	Environmental
WP_090350657.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Luteibacter	s__Luteibacter sp000745055	0.660245353417278	10.306012032536215	1.0673995832968708e-5	5.9066774693675156e-5	Environmental
PFC04532.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	0.6485306857961641	10.304103227062534	1.0782551707670403e-5	5.95003553616546e-5	Environmental
CAL62017.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Herminiimonas	s__Herminiimonas arsenicoxydans	0.7065632299221655	10.287786309391533	1.0918615145948558e-5	6.008288222770575e-5	Environmental
WP_062782076.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter adhaerens	0.6776819134410638	10.277098830012728	1.101805836836521e-5	6.046121165927427e-5	Environmental
PLS17873.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-1321	g__Peribacillus	s__Peribacillus sp002860285	0.7236925549285269	10.342671531228891	1.2083860215115698e-5	6.612556839938312e-5	Environmental
SEN13450.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duganella	s__Duganella sp900110275	0.6117636557123002	10.345767041533243	1.2348385923639568e-5	6.73859287245705e-5	Environmental
WP_118280384.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__AM51-8	s__AM51-8 sp003478275	-0.7679309588863721	10.342463306063298	1.2598226715741624e-5	6.855941058014088e-5	Animals
PYE32768.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Idiomarina	s__Idiomarina fontislapidosi	0.6540255008214538	10.263646720708056	1.2826305089944909e-5	6.947501584142758e-5	Environmental
WP_037354242.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A ruminantium_B	-0.8857950395843374	10.433198194872913	1.2837008003187635e-5	6.947501584142758e-5	Animals
ART64842.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Kushneria	s__Kushneria marisflavi	-0.8367862821900005	10.437691305648181	1.30645369550632e-5	7.05127063054096e-5	Animals
AVS96945.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax_A	s__Acidovorax_A avenae	0.6764507145171571	10.364851358879665	1.3134854788405102e-5	7.06985353364974e-5	Environmental
PUE41734.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp003063355	0.6598544598614963	10.27077450338934	1.4093448935559995e-5	7.565148338706591e-5	Environmental
WP_050524673.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pseudorhodobacter	s__Pseudorhodobacter wandonensis	0.6211593576994979	10.286278467644971	1.4507139092127181e-5	7.766050003122432e-5	Environmental
EID85528.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp000260795	-0.8881047851334553	10.589121319477641	1.4988231944943162e-5	8.001847406920875e-5	Animals
ACR71277.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens	-0.709689139471667	10.333281099581049	1.6231411082662208e-5	8.642129684552581e-5	Animals
WP_016324389.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter sp000403435	-0.9289258943233089	10.502311136594413	1.6298140595312497e-5	8.654268725812836e-5	Animals
KRB93311.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Noviherbaspirillum	s__Noviherbaspirillum sp001428545	0.6333002055532789	10.32416571325143	1.6759247381989913e-5	8.875192834010788e-5	Environmental
SFT48898.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__XBD2001	s__XBD2001 sp900116395	-0.8251251734917989	10.402176990132048	1.7707332537506447e-5	9.351747174358371e-5	Animals
ORM56269.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri	0.6956772194617465	10.310113932493158	1.775407839192909e-5	9.351747174358371e-5	Environmental
KEQ04745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pseudorhizobium	s__Pseudorhizobium pelagicum	0.6185274931753498	10.308378738729857	1.8665569390841735e-5	9.805645786655524e-5	Environmental
WP_040337299.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus massiliensis	0.6708555492697561	10.283384616713496	1.8878742799662875e-5	9.891256200887198e-5	Environmental
EEC56699.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bacteroides_F	s__Bacteroides_F pectinophilus	-0.7350879469000046	10.342110426736522	1.8935756468732948e-5	9.894811735650903e-5	Animals
RGW90465.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	-0.6910851023172597	10.314797424362327	1.9735022588631408e-5	1.0285183730053936e-4	Animals
PNF76802.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	0.6259838143934876	10.26896176181292	1.9955265097636047e-5	1.0372525657610295e-4	Environmental
SDB60152.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900104155	-0.7944456745214316	10.352875759242085	2.063997760165754e-5	1.0700198914543514e-4	Animals
WP_061834788.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__Bdellovibrio bacteriovorus	0.6387697706587953	10.261851535058252	2.1462294746890573e-5	1.1097302008234759e-4	Environmental
SPX60066.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia feeleii	0.607605951800736	10.259288637596747	2.335261860393379e-5	1.2043104358573184e-4	Environmental
KOO04810.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__Vibrio nereis	0.632314573976189	10.286401685960985	2.3990950918728636e-5	1.2339993031304286e-4	Environmental
WP_084603204.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia_A	s__Devosia_A enhydra	0.6622951864582695	10.29160762867746	2.452190092149626e-5	1.2580246045663446e-4	Environmental
WP_050958964.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.5863730226000698	10.261193890308176	2.483752797616203e-5	1.2709072756633558e-4	Environmental
WP_076071918.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas_G	s__Sphingomonas_G montana	0.6431347016423817	10.275915534530952	2.579737480887051e-5	1.316601771333547e-4	Environmental
SFT68605.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus amargosae	0.648804472871792	10.283468523579868	2.6191528682130555e-5	1.3332638631472144e-4	Environmental
CDF46174.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__COE1 sp001916965	-0.7702762696969047	10.356208523194232	2.6856711006856688e-5	1.363601048544012e-4	Animals
KZB67702.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Thalassospiraceae	g__Thalassospira	s__Thalassospira povalilytica	0.6376060449425385	10.316259782910882	2.7512841235939338e-5	1.3933238363701927e-4	Environmental
RHE89467.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans	-0.7492161912595682	10.33641187309295	2.776683954595741e-5	1.4025813821932331e-4	Animals
OHD66247.1	d__Bacteria	p__Spirochaetota	c__UBA4802	o__UBA4802	f__UBA5550	g__RBG-16-49-21	s__RBG-16-49-21 sp001829455	0.6638930272784291	10.294607304196557	2.8346977899584096e-5	1.4282236946849277e-4	Environmental
WP_068458918.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_A	s__Hyphomicrobium_A sulfonivorans	0.6453173809102176	10.260465385283041	2.865481638432168e-5	1.4400507213549417e-4	Environmental
DAB26546.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	0.7999565718053138	10.537659220918137	3.0468304514841654e-5	1.5272916003622916e-4	Environmental
OYX30784.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas subvibrioides_C	0.5918048448562175	10.256856935072646	3.094370090784427e-5	1.5471850453922133e-4	Environmental
WP_097183358.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus sp900230285	0.6034203915359705	10.382566557103884	3.177670997631727e-5	1.5848131304644307e-4	Environmental
CCX90095.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio sp000431835	-0.8878804529074644	10.511628604961333	3.207008559892057e-5	1.5949158292612487e-4	Animals
CUT13725.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp011516635	0.6406935450093584	10.280038496413985	3.2141197168361203e-05	1.5949158292612487e-4	Environmental
AEI10972.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulomonas	s__Cellulomonas gilvus	0.6715347156774364	10.289952077381885	3.465486775267652e-5	1.715328881225446e-4	Environmental
KQS77416.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp001424065	0.59779270745339	10.315070959514262	3.6427095713326115e-5	1.7985307908584573e-4	Environmental
OZQ63720.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp002264395	0.5688475599408624	10.25781897979808	3.759102703342998e-5	1.8513580813964264e-4	Environmental
RHU85036.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-127	s__CAG-127 sp900319515	-0.7561152928404576	10.345401010156046	4.082173584910212e-5	2.0054568484471615e-4	Animals
WP_049629671.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio sp001183545	0.6230162087016035	10.257234886010906	4.1250038597606326e-5	2.021457115355335e-4	Environmental
WP_087507615.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Neiellaceae	g__Neiella	s__Neiella marina	0.5700979407467686	10.30944415223346	4.1562702430630175e-5	2.0317251560382493e-4	Environmental
WP_066459944.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Castellaniella	s__Castellaniella caeni	0.6040714978996887	10.297194903601572	4.27318550738647e-5	2.0837067944434027e-4	Environmental
PXW78078.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas natatoria	0.5909446467927978	10.280128817817362	4.387630682756003e-5	2.1342302333405744e-4	Environmental
EIF19934.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.7791812381081209	10.394627793006052	4.4608342467845854e-5	2.1644934645728163e-4	Animals
AHC15133.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales_C	f__Salinispiraceae	g__Salinispira	s__Salinispira pacifica	0.8427842610342708	10.714404655418532	4.560748958699489e-5	2.2075369652673204e-4	Environmental
OFZ55211.1	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia_A	o__UBA1018	f__UBA1018	g__XYD1-FULL-55-31	s__XYD1-FULL-55-31 sp001770175	0.6233000650281453	10.258268470429895	4.952187715825016e-5	2.389015924805678e-4	Environmental
AWI13573.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Caldibacillaceae	g__Bacillus_J	s__Bacillus_J thermoamylovorans	-0.8311185683866988	10.494294385928628	4.9599366154595045e-5	2.389015924805678e-4	Animals
WP_033170215.1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__Selenomonas_A sp000702005	0.5663627739695579	10.273269187456968	5.179525891832184e-5	2.488699026075464e-4	Environmental
SDW20956.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimerbacter	s__Weimerbacter sp900100095	-0.6894684702405866	10.320472906494471	5.2391000629679835e-5	2.511198813636722e-4	Animals
KPG62988.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_A	f__Rhizobiaceae_A	g__Liberibacter	s__Liberibacter asiaticus	0.5535301474433552	10.323332856051367	5.577312054212459e-5	2.666821540485084e-4	Environmental
RBL85471.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces bacillaris	0.6907352630819803	10.340483474235356	5.6963640500493284e-5	2.7171518592244975e-4	Environmental
AFK52916.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Tistrellales	f__Tistrellaceae	g__Tistrella	s__Tistrella mobilis	0.5631547960365731	10.262045581462512	5.7935689264513805e-5	2.75684318480899e-4	Environmental
WP_022758790.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio fibrisolvens_C	-0.712808188778993	10.323893046851934	5.839553809427088e-5	2.77202915772804e-4	Animals
WP_076209825.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus sp001955855	0.6129886855083935	10.26638590885517	6.396534428677733e-5	3.02912808281133e-4	Environmental
OJW74867.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus sp001897675	0.5797339111494011	10.291510217090183	6.473525180656767e-5	3.057884523183766e-4	Environmental
WP_109259899.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Hyphobacterium	s__Hyphobacterium indicum	0.5686868093792516	10.255973113074198	6.503825457939075e-5	3.057884523183766e-4	Environmental
WP_075155306.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia sp001922345	0.5686785782037476	10.255800951128194	6.503825457939075e-5	3.057884523183766e-4	Environmental
OON63940.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Massilia	s__Massilia sp002007115	0.5868833454349316	10.264344123027364	6.641927482862865e-5	3.1153802717237723e-4	Environmental
RGM67005.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	-0.8006951441196773	10.445396075065602	7.96987669591459e-5	3.7293722306298675e-4	Animals
WP_108395686.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	s__Devosia submarina	0.559609654031529	10.321813515923674	8.141801095292315e-5	3.8007934023047066e-4	Environmental
SOY30666.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor muris	-0.7798432024581167	10.395348176388966	8.21412116815506e-5	3.8254890546726873e-4	Animals
WP_099616824.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter guineae	0.5736961132153134	10.24449604969873	8.345162825063463e-5	3.8773515956073165e-4	Environmental
WP_054486749.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Idiomarina	s__Idiomarina abyssalis	0.5624445277803432	10.304652920398446	8.665210215021397e-5	4.0165797937863893e-4	Environmental
OON91802.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__Epulopiscium_C	s__Epulopiscium_C sp001994995	0.5898874042436454	10.257341296398915	8.803824165837301e-5	4.0712520203519916e-4	Environmental
AHN20532.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Lysinibacillus	s__Lysinibacillus sphaericus	-0.6963767249004069	10.350353626784452	9.181701988675705e-5	4.2360545474686513e-4	Animals
SMF69936.1	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__Oligoflexaceae	g__Pseudobacteriovorax	s__Pseudobacteriovorax antillogorgiicola	0.5755391881325304	10.251119115215689	9.249721239983948e-5	4.257465150179527e-4	Environmental
